tweet_text,sentiment,tweet_text_en,sentiment_pt,sentiment_en
"Uma coisa é certa, to feliz só do meu pc rodar o Adobe Premier Pro 2017... :)",Positivo,"one thing is , to some happy to just from my polite proller to 2017 : okay .",Positive,Positive
mais um dia eu brilhando :D https://t.co/ohISrpdmKo,Positivo,one day i ' m going to be able to be able to run : httatt : / t - t - tail .,Positive,Neutral
"@jessii_kim De nada... quando quiser, só chamar :) xx",Positivo,"i ' ve played jesses in kimos of anything — when i want , i want to call it , i mean , i ' ve just call it a 20th - century .",Positive,Positive
"@oMeiaUm Me inspirei, então fiz mais um pra pertubar seu juízo :D https://t.co/1hpMtUK98i",Positivo,"i ' m immediately shocked me , so i made a pratouchant of his judge : https : / / thuk .",Positive,Negative
"@hamikosan Obrigada 💜 o site é o do post mesmo, https://t.co/lyJdmyZs0O :) e contato e orçamento por email",Positivo,"now , there ' s immediate hamiin lalma thank you with ven - scompoymping the site and the postspeatt : / tyjysysiz : and i ' m close to email .",Positive,Positive
Na hora de ir procurar porno sabe usar ela direitinho né. VSF :),Positivo,at the time i go for to look for you to use it by iconne neee . valf : yeah .,Positive,Positive
Estás soltera o con pareja? — Soltera :) https://t.co/CNUmBOUO7C,Positivo,these sunt the conjects ? ( applause ) negps : / t - tanbons .,Positive,Positive
@mau10 Você é um príncipe? Bora misturar esse sangue real :),Positivo,"i ' m silent bad , you ' re a primped ? bormoth : okay ?",Positive,Negative
"“Acho que vou indo” “Naaaooo, fica comigo” “Não tens sono?” “Eu não, tu tens?” “Um bocado, mas eu fico” “Obrigaaadoooo” “Então e o que estás a fazer?” “Oi? Tas aí” “Oooohhhh” :)",Positivo,"` ` i think i ' m going to be in the naaao , ` ` ' ' do you get me with me ? ' ' ' ' ` ` ` ` ` ` ` ' ' do n ' t you have ? ' ' ' ' but i ' m a little obrioh , ` ` ' ' what ' s doing ? ' ' ' ' so what are you doing ? ' ' ' so what ' ` ` ' ' ' ` ` ` ' ' t i",Negative,Neutral
@CelinaCapito Nem eu queria :),Positivo,i ' m immediate frank vineer or i wanted to do that .,Positive,Neutral
@RobertoZocatel1 Obrigada :D,Positivo,i ' m immediately filled with the locknos john mcco1 .,Positive,Neutral
"@mileyfetish @sobergaga @roronoakurosaki @mileyroots @bchartsnet Video do ano é por votação. Votei em Katy 2011, teve gaga 2010 e por aí vai :)",Positivo,"i ' m immediately excited if i ' m going to get away from this milobrio milakermity to pull out video clips and vintronomy . i emailed in katy , 2011 , gavion and so on .",Positive,Positive
@unlykkeli OBRIGADA QUERIDA ♡☆ eu to so :D,Positivo,"i ' m immediately sorry , i ' m sorry , i ' m seeing audice of mine .",Positive,Negative
"passei aqui so pra falar q vc é linda dmssss e n se deixe abalar por essas coisas, vc é q boa dms pra td mundo :) — ô meu deus brigada minha vida💗💗💗💗💗 https://t.co/PI7UdwApA4",Positivo,"i ' ve spent just here , and i ' m going to talk from a quass and beautiful dys and n ' t let it go to those things , vc and good ddranst : my goddes — my goddess : yes .",Positive,Positive
@sobergaga @roronoakurosaki @mileyroots @bchartsnet Votação na categoria video do ano. :),Positivo,i ' m immediately worthgallabolitatin ' s profoundly rare milosterpressing off the video of the year .,Positive,Neutral
https://t.co/loxS2HvTcm Seguindo todos que puderem dar RT. É uma forma de divulgar meu trabalho. :) #TercaDeTremuraSDV,Positivo,"httttps : / 7 . convithuatortutt all of you will follow , and a way of spreading work : #birtidtrvitt .",Positive,Neutral
Boa noite bons sonhos :),Positivo,good night .,Positive,Positive
"Eu não sou dessas pessoas movida a sexo não, mas esse tempo só faz falta de uma mozão :)",Positivo,"i ' m not those people who spend sex , but that time does lack of a mobit : yes .",Neutral,Positive
"Pra sempre bonde do bodão em nossos corações! :´) Para mim foram quase 9 meses jogando como ""Number 6 Victory"", agora estamos a procura de representar uma nova org. Line: @pahfps @pathimis @dehprieto @fateCSGO @GabrielaBokor Coach: @csfredygo Manager: @ixtorme",Positivo,"` ` i always bobiner ' s dictance : ( laughter ) for me , for me was nearly nine months as i saw a syducter of six - visual victor , now we ' re searching for a new org : ` ` ' ' imprizmary ' ' ' ' ' ' ' igreth jewelgnisitiscompuline : ignignis : igni",Negative,Positive
@exaltazaura É uma cianobactéria riquíssima em proteína. Excelente suplemento para vegetarianos e veganos. Dá uma pesquisada! :),Positivo,"it ' s immediate offline , it ' s a cyberclister in protein , great supples for vegegenia and venter .",Positive,Positive
"@GeBreves @bombomdecaju @ilovefunkrj Adoro esse argumento, já aconteceu com familiar meu. Olha, ele não foi mutilado :)",Positivo,"i tried to pull out good desposcient desperation immulfrifriger that argument , i already happened with family familiar , and he did n ' t have been mispreted .",Negative,Negative
"Não ficou igual, mas eu gostei :-) https://t.co/bXJHZC7SHz",Positivo,"it was n ' t , but i liked , but i ran : hishps : / t . cojud mcuah .",Positive,Positive
"Depois de amanhã é meu vôo para morar um ano em Vancouver, espero encontrar @CdNLeon e a @nilmoretto :D",Positivo,"after tomorrow , and my flight is to live a year in van , i ' m hoping to find it wrong , and i ' m scary and igrett : dy : dygret .",Positive,Negative
"well acabei de descobrir que se mandar vir 6 garrafas destas, o shipping é free :D fica só a 261$",Positivo,"weller discovered that if you ' ll come up with 6 bottles of these , shippp and freep : it ' s just 26 dollars a year alone .",Positive,Negative
@tuxdepano Desculpe. Eu não voltaria.... :-),Positivo,i ' m immediately worthccerps . i would n ' t return . ),Neutral,Neutral
@geanrivas eu tô ótima :),Positivo,i ' m immediate frank genomics .,Positive,Neutral
Começando o HINO DE FILME Bridget Jones no 657 da Net :),Positivo,starting the binricin ' s hisson jones in the 657 :,Positive,Neutral
"@avidov_roey @REVERSALYOUTUBE Sent a request from João Pessoa,Brazil :)",Positivo,"i tried to separate disciplines by raftusselling harpus if you ' re a johr , berrank : brak .",Positive,Neutral
"Resolvi desabafar um pouquinho sobre relacionamento abusivo (q no meu caso não é sobre namorada, é sobre minha mãe) Do nada senti coisas demais e resolvi por no papel Espero que alguém leia e se identifique :) https://t.co/AP6GpGq78O",Positivo,"rescatisphabul a little bit of a tiny punque on the relationship to my case is not about girlfriend , and about my mother ' s felt too revolved with the paper and reinnerg who someone who had a little , helic : he ' s imitted : hex : no longer .",Negative,Negative
Acho mt legal essas pessoas q falam mal do Maluma mas n param de assistir a apresentação :),Positivo,"i think legal people speak misfits of the mammalian but to watch the talk : well , you know , you ' ve been a lot of the talk .",Positive,Positive
exatamente :) https://t.co/iXAX6eZ4wL,Positivo,exactly : hetts : / 7 . / tax maxwilk .,Positive,Neutral
"Engraçado... O Temer foi: - Eleito em 2010 como vice na chapa da Dilma; - Reeleito em 2014 como vice na chapa da Dilma; - Apoiou a SUA eleição em 2012 para prefeito de São Paulo, com direito a foto oficial. Aliás, ótima foto para seus adversários divulgarem na campanha. :) https://t.co/Ct6CZaPFer",Positivo,"funny . . oerpit was : he ' s a comparable in 2010 like a chama in dilom , reintercessent in 2010 , and he told his election in 2012 , and the right question of the mate , with paul , with the law , the very great photo , the grass , the conferender to their campaign : humble : humorphas , humorphar .",Positive,Positive
"Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — matar os estupradores e os racistas :) https://t.co/Q23z1zxrpu",Positivo,"if you find a genius of the light , what would be their three wishs ? killing the racists and the racists : hips : / tur : 93 .",Negative,Negative
@Moonk4s3 Amas foto nova :),Positivo,"it ' s starting to move fast4 , 000 friends .",Positive,Positive
@Nana10112105 @noeliafer001 @BTS_twt Te mando DM!? :D,Positivo,"i ' m immediately born in the1111 , some amazing thing about the geleysellers of twath you ' ll be able to dd . : d : d : d : d : d : d : d : d . ?",Positive,Positive
Mas juro que continuo um amorzinho com quem merece. :),Positivo,but jarhiel that i am a little love of who deserves .,Positive,Positive
"És linda e uma querida e eu peço muitas desculpas por quando eu estou mal te mandar para o carvalho e ser má contigo, ya depois fico a sentir me mal :)) love u",Positivo,"you ' re beautiful and i ' m a lot of excuses for a lot of excuses when i ' m just sending you the carriar and being bad after me , i ' m feeling wrong after i feel wrong .",Negative,Negative
Eu queria só ter coragem pra deixar todo mundo em paz de uma vez :D,Positivo,i wanted to have no courage to leave world in peace once .,Positive,Positive
@vera :) é ponto final :),Positivo,so i ' m trying to see : it ' s the end of this .,Positive,Neutral
"@TurmadaMonica Esquece o face, fique conosco que vai gostar mais :D https://t.co/ZKzJVROEgU",Positivo,"now , ironic class events forget the face , keep up , be able to like , https : / zeu . / zeukuru .",Positive,Neutral
@mandaevelyn Que orgulho amiga em plena terça-feira :D,Positivo,i ' m immediately writing that pride in friend in pleasefires .,Positive,Positive
@MarliPeyerl Quem precisar trocar uma ideia estamos ai ! :),Positivo,"i ' m immediately sorry , jarlipt who needs to exchange a idea .",Negative,Negative
"@mumaaji Prefiro quando adivinham. Assim é bom, porque me tipam também :)",Positivo,"i ' m immediately aware of when i adds to it . so it ' s good , because you ' re also involved .",Positive,Positive
Estou aqui com 2% de bateria e o carregador está no quarto ao lado :),Positivo,i ' m here with two percent of the battery and the carrier is on the room at the room .,Positive,Neutral
"Começando com o mouse da Alienware: o Elite Gaming AW958! O bicho falta fazer café! Peças customizáveis (ó as fotos) para atender melhor seu estilo de jogo! :D Completinho, impecável, caixa e TODOS os acessórios. R$ 400 + frete (SP tem preferência) https://t.co/F9BDIOPXK4",Positivo,"so we start with mousa tuspearen : elite gestrangko swell milome ! the bi lack of coffee , i lacked the photos , to render the photos of awe : disp , impresseted with the scompectable , and every 400 trillion spite of spitergonscips : em : em : freatinnithelebrance . (",Positive,Negative
"Kratos não satisfeito em sentar a porrada em Deuses Gregos e Nórdicos, agora vai sentar a porrada em Deuses Egípcios. :D :D :D",Positivo,"krans not satisfied sit by the grass in genop and a gardens , now she ' s going to sit by inspired egyptians , dd : d : d : d : d : d : d : d : dystr did n ' t .",Positive,Positive
@annebiah Eu aceito a indicação. :) É Unimed ou particular?,Positivo,i ' m immediately leaving mato i accepting the indication : do you uniddd and particular ?,Positive,Positive
"""O google errou essa caralha pq ninguém é perfeito, meu anjo. Com amor, Letícia :)""",Positivo,"i ' ve seen google earth left that face no one , my own angel , with love , lesion : scratching .",Positive,Positive
Nossa próxima apresentação. :) Nos vemos por lá! https://t.co/Mgr6p5jhtL,Positivo,our next performance . ( laughter ) we see us on the matt !,Positive,Positive
@davidpires_25 Nem eu :),Positivo,i ' ve played david out 25 or me .,Positive,Positive
façam chamada cmg :) :(,Positivo,make it cm : ( applause ),Neutral,Positive
@haematopoiesis same :D qdo te der mais jeito!,Positivo,it ' s immediate agoratorian shielesses : dictated jergiece .,Positive,Neutral
aaff amo a gabriela :)) me identifico muito,Positivo,` ` sirle love is i love the ` ` ' ' frozen . ' ' ' ' ( laughter ) so identit very good . ' ',Neutral,Positive
Se quiser é só sair. Quem sou eu pra julgar alguém. Se acha que eu não me importo é só não falar mais comigo. Juro que não vou incomodar ninguém :),Positivo,if you want to get out . who i ' m practant someone . if you think i do n ' t care about me and i ' m not just going to speak more of me . jure that i ' m not going to bother .,Negative,Positive
"Rede portátil, pqp como não pensei nisso antes? :) https://t.co/qXAcWL9XBb",Positivo,"laptops , pputy like i did n ' t think about it before ? ( mattps : / t - t - keuditalowx .",Positive,Positive
"Momentos em 8 partes... :) em São Paulo, Brazil https://t.co/2fbNlvjNan",Positivo,"in eight parts — ( laughter ) em : in paulo , brakollo htt : / 2 . 2 )",Positive,Positive
@yanzices Vem na moradia e pede o segurança pra esquentar pra ti. :),Positivo,he played yanzily from the moradrad and she asks the prageous safety .,Positive,Positive
Só vou ver os VMAs quando chegar a Portugal :),Positivo,i ' m just going to see the viza when i come to a portall .,Positive,Neutral
